preprocessing,model,k1,b,query,rank,doc,score,grade
raw,bm25,0.5,0.75,97,3,251,13.338749,0
raw,bm25,0.5,0.75,97,4,728,12.041540,0
raw,bm25,0.5,0.75,97,5,187,11.397743,0
raw,bm25,0.5,0.75,97,6,36,11.393691,0
raw,bm25,0.5,0.75,97,7,1289,11.029411,4
raw,bm25,0.5,0.75,97,8,1214,10.704652,0
raw,bm25,0.5,0.75,97,9,792,9.876390,0
raw,bm25,0.5,0.75,97,10,824,9.609249,0
raw,bm25,0.5,0.75,98,1,673,23.707329,0
raw,bm25,0.5,0.75,98,2,638,22.666361,0
raw,bm25,0.5,0.75,98,3,315,20.824117,0
raw,bm25,0.5,0.75,98,4,1095,16.211280,0
raw,bm25,0.5,0.75,98,5,1328,15.345367,0
raw,bm25,0.5,0.75,98,6,371,14.039283,0
raw,bm25,0.5,0.75,98,7,521,14.002528,0
raw,bm25,0.5,0.75,98,8,747,13.906553,0
raw,bm25,0.5,0.75,98,9,811,13.796748,0
raw,bm25,0.5,0.75,98,10,1380,13.733847,0
raw,bm25,0.5,0.75,99,1,962,22.347695,0
raw,bm25,0.5,0.75,99,2,639,21.991666,0
raw,bm25,0.5,0.75,99,3,42,21.525624,0
raw,bm25,0.5,0.75,99,4,740,19.785978,0
raw,bm25,0.5,0.75,99,5,1393,19.341519,0
raw,bm25,0.5,0.75,99,6,715,19.023590,0
raw,bm25,0.5,0.75,99,7,717,18.945824,2
raw,bm25,0.5,0.75,99,8,36,18.810563,0
raw,bm25,0.5,0.75,99,9,1035,18.046614,0
raw,bm25,0.5,0.75,99,10,1203,17.680049,0
raw,bm25,0.5,0.75,100,1,1122,28.391412,2
raw,bm25,0.5,0.75,100,2,760,27.990392,0
raw,bm25,0.5,0.75,100,3,822,27.419344,2
raw,bm25,0.5,0.75,100,4,1051,26.663132,3
raw,bm25,0.5,0.75,100,5,1068,26.472185,0
raw,bm25,0.5,0.75,100,6,739,25.672202,0
raw,bm25,0.5,0.75,100,7,1126,25.305487,0
raw,bm25,0.5,0.75,100,8,928,22.199282,0
raw,bm25,0.5,0.75,100,9,1119,21.621577,0
raw,bm25,0.5,0.75,100,10,741,21.586267,0
raw,bm25,0.5,0.75,101,1,819,27.626687,2
raw,bm25,0.5,0.75,101,2,1119,23.123674,0
raw,bm25,0.5,0.75,101,3,823,23.000617,0
raw,bm25,0.5,0.75,101,4,760,22.779659,0
raw,bm25,0.5,0.75,101,5,817,21.750058,2
raw,bm25,0.5,0.75,101,6,820,20.350134,3
raw,bm25,0.5,0.75,101,7,825,19.355574,3
raw,bm25,0.5,0.75,101,8,1122,18.989079,0
raw,bm25,0.5,0.75,101,9,818,18.249361,2
raw,bm25,0.5,0.75,101,10,826,18.214613,0
raw,bm25,0.5,0.75,102,1,910,12.508876,3
raw,bm25,0.5,0.75,102,2,729,10.554247,0
raw,bm25,0.5,0.75,102,3,1007,9.787441,0
raw,bm25,0.5,0.75,102,4,720,9.662786,0
raw,bm25,0.5,0.75,102,5,516,8.903014,0
raw,bm25,0.5,0.75,102,6,827,8.563033,0
raw,bm25,0.5,0.75,102,7,913,7.972918,2
raw,bm25,0.5,0.75,102,8,1006,7.940967,0
raw,bm25,0.5,0.75,102,9,1331,7.924719,0
raw,bm25,0.5,0.75,102,10,1092,7.497851,0
raw,bm25,0.5,0.75,103,1,761,15.185862,0
raw,bm25,0.5,0.75,103,2,1048,9.531454,0
raw,bm25,0.5,0.75,103,3,1050,9.346879,0
raw,bm25,0.5,0.75,103,4,1126,9.310121,0
raw,bm25,0.5,0.75,103,5,956,9.120662,0
raw,bm25,0.5,0.75,103,6,951,9.088619,0
raw,bm25,0.5,0.75,103,7,1214,8.977172,0
raw,bm25,0.5,0.75,103,8,1127,8.853563,0
raw,bm25,0.5,0.75,103,9,251,8.367546,0
raw,bm25,0.5,0.75,103,10,906,8.242007,0
raw,bm25,0.5,0.75,104,1,762,26.791283,0
raw,bm25,0.5,0.75,104,2,1024,17.773396,0
raw,bm25,0.5,0.75,104,3,837,16.126961,3
raw,bm25,0.5,0.75,104,4,825,14.186330,0
raw,bm25,0.5,0.75,104,5,1019,14.168098,0
raw,bm25,0.5,0.75,104,6,1035,13.847336,0
raw,bm25,0.5,0.75,104,7,462,13.669846,0
raw,bm25,0.5,0.75,104,8,644,13.622858,0
raw,bm25,0.5,0.75,104,9,325,13.243975,0
raw,bm25,0.5,0.75,104,10,819,12.956572,0
raw,bm25,0.5,0.75,105,1,848,32.245466,3
raw,bm25,0.5,0.75,105,2,764,32.014553,0
raw,bm25,0.5,0.75,105,3,847,19.482614,4
raw,bm25,0.5,0.75,105,4,953,15.553436,0
raw,bm25,0.5,0.75,105,5,117,13.263762,0
raw,bm25,0.5,0.75,105,6,1068,12.829448,0
raw,bm25,0.5,0.75,105,7,1126,12.653829,0
raw,bm25,0.5,0.75,105,8,42,11.917694,0
raw,bm25,0.5,0.75,105,9,739,11.807704,0
raw,bm25,0.5,0.75,105,10,887,10.761777,0
raw,bm25,0.5,0.75,106,1,552,8.642568,0
raw,bm25,0.5,0.75,106,2,764,8.503185,0
raw,bm25,0.5,0.75,106,3,42,7.722179,0
raw,bm25,0.5,0.75,106,4,844,6.607647,4
raw,bm25,0.5,0.75,106,5,846,6.492905,3
raw,bm25,0.5,0.75,106,6,728,6.455426,0
raw,bm25,0.5,0.75,106,7,1066,6.355390,0
raw,bm25,0.5,0.75,106,8,52,6.087427,0
raw,bm25,0.5,0.75,106,9,1392,6.062382,0
raw,bm25,0.5,0.75,106,10,847,6.038210,2
raw,bm25,0.5,0.75,107,1,640,28.987652,0
raw,bm25,0.5,0.75,107,2,725,19.789592,2
raw,bm25,0.5,0.75,107,3,29,18.794450,0
raw,bm25,0.5,0.75,107,4,658,18.499631,0
raw,bm25,0.5,0.75,107,5,909,18.095165,4
raw,bm25,0.5,0.75,107,6,883,17.112492,0
raw,bm25,0.5,0.75,107,7,1039,16.708763,0
raw,bm25,0.5,0.75,107,8,184,16.416205,0
raw,bm25,0.5,0.75,107,9,345,16.191169,0
raw,bm25,0.5,0.75,107,10,724,15.877548,0
raw,bm25,0.5,0.75,108,1,75,21.010861,3
raw,bm25,0.5,0.75,108,2,720,16.595403,4
raw,bm25,0.5,0.75,108,3,724,16.024100,2
raw,bm25,0.5,0.75,108,4,881,13.490045,0
raw,bm25,0.5,0.75,108,5,727,13.400273,2
raw,bm25,0.5,0.75,108,6,726,12.086423,2
raw,bm25,0.5,0.75,108,7,951,12.013189,0
raw,bm25,0.5,0.75,108,8,884,11.921941,0
raw,bm25,0.5,0.75,108,9,721,10.962645,0
raw,bm25,0.5,0.75,108,10,640,10.754887,0
raw,bm25,0.5,0.75,109,1,1008,11.116885,0
raw,bm25,0.5,0.75,109,2,859,10.982083,0
raw,bm25,0.5,0.75,109,3,711,10.954422,0
raw,bm25,0.5,0.75,109,4,51,10.574818,0
raw,bm25,0.5,0.75,109,5,5,10.404502,0
raw,bm25,0.5,0.75,109,6,391,10.357912,0
raw,bm25,0.5,0.75,109,7,627,10.124294,0
raw,bm25,0.5,0.75,109,8,982,9.289186,0
raw,bm25,0.5,0.75,109,9,31,9.005992,0
raw,bm25,0.5,0.75,109,10,66,8.927261,0
raw,bm25,0.5,0.75,110,1,1117,19.482530,0
raw,bm25,0.5,0.75,110,2,1387,18.820462,0
raw,bm25,0.5,0.75,110,3,1071,15.911621,0
raw,bm25,0.5,0.75,110,4,1131,15.853119,0
raw,bm25,0.5,0.75,110,5,889,14.819553,0
raw,bm25,0.5,0.75,110,6,642,14.784417,0
raw,bm25,0.5,0.75,110,7,1396,14.706190,0
raw,bm25,0.5,0.75,110,8,843,14.233347,0
raw,bm25,0.5,0.75,110,9,1119,13.805210,0
raw,bm25,0.5,0.75,110,10,245,13.791302,0
raw,bm25,0.5,0.75,111,1,894,23.629780,0
raw,bm25,0.5,0.75,111,2,857,15.316504,0
raw,bm25,0.5,0.75,111,3,658,14.447394,3
raw,bm25,0.5,0.75,111,4,739,14.320871,0
raw,bm25,0.5,0.75,111,5,1008,13.831271,0
raw,bm25,0.5,0.75,111,6,285,13.064148,0
raw,bm25,0.5,0.75,111,7,442,13.027181,0
raw,bm25,0.5,0.75,111,8,202,13.026145,0
raw,bm25,0.5,0.75,111,9,822,12.971229,0
raw,bm25,0.5,0.75,111,10,856,12.913802,0
raw,bm25,0.5,0.75,112,1,641,41.188010,0
raw,bm25,0.5,0.75,112,2,730,29.096843,4
raw,bm25,0.5,0.75,112,3,734,19.222052,0
raw,bm25,0.5,0.75,112,4,644,18.785240,0
raw,bm25,0.5,0.75,112,5,422,18.686607,0
raw,bm25,0.5,0.75,112,6,342,17.830070,0
raw,bm25,0.5,0.75,112,7,733,17.681759,0
raw,bm25,0.5,0.75,112,8,15,17.446270,0
raw,bm25,0.5,0.75,112,9,131,17.181792,0
raw,bm25,0.5,0.75,112,10,736,16.977448,0
raw,bm25,0.5,0.75,113,1,704,18.184663,0
raw,bm25,0.5,0.75,113,2,815,15.730590,0
raw,bm25,0.5,0.75,113,3,748,15.181205,3
raw,bm25,0.5,0.75,113,4,708,14.736807,0
raw,bm25,0.5,0.75,113,5,52,14.675027,0
raw,bm25,0.5,0.75,113,6,265,14.229262,3
raw,bm25,0.5,0.75,113,7,1328,13.212403,0
raw,bm25,0.5,0.75,113,8,1339,12.782947,0
raw,bm25,0.5,0.75,113,9,685,12.728690,0
raw,bm25,0.5,0.75,113,10,593,12.526284,0
raw,bm25,0.5,0.75,114,1,895,34.967379,0
raw,bm25,0.5,0.75,114,2,315,29.680056,0
raw,bm25,0.5,0.75,114,3,676,25.680405,0
raw,bm25,0.5,0.75,114,4,704,25.454818,0
raw,bm25,0.5,0.75,114,5,1333,24.512816,0
raw,bm25,0.5,0.75,114,6,1266,24.274813,0
raw,bm25,0.5,0.75,114,7,1392,23.996775,0
raw,bm25,0.5,0.75,114,8,757,23.833335,0
raw,bm25,0.5,0.75,114,9,433,23.798122,0
raw,bm25,0.5,0.75,114,10,609,23.567726,0
raw,bm25,0.5,0.75,115,1,540,16.594831,0
raw,bm25,0.5,0.75,115,2,782,15.459757,0
raw,bm25,0.5,0.75,115,3,625,13.822370,0
raw,bm25,0.5,0.75,115,4,486,13.755523,0
raw,bm25,0.5,0.75,115,5,139,13.475859,0
raw,bm25,0.5,0.75,115,6,1400,13.106609,0
raw,bm25,0.5,0.75,115,7,1274,12.928464,0
raw,bm25,0.5,0.75,115,8,1068,12.894259,0
raw,bm25,0.5,0.75,115,9,1319,12.828741,0
raw,bm25,0.5,0.75,115,10,13,12.093113,0
raw,bm25,0.5,0.75,116,1,522,15.109672,0
raw,bm25,0.5,0.75,116,2,272,13.297407,0
raw,bm25,0.5,0.75,116,3,1106,12.640342,0
raw,bm25,0.5,0.75,116,4,759,11.363210,0
raw,bm25,0.5,0.75,116,5,423,11.104465,0
raw,bm25,0.5,0.75,116,6,123,10.730493,0
raw,bm25,0.5,0.75,116,7,1038,10.477704,0
raw,bm25,0.5,0.75,116,8,1218,10.151126,0
raw,bm25,0.5,0.75,116,9,1343,9.825715,0
raw,bm25,0.5,0.75,116,10,1064,9.562260,0
raw,bm25,0.5,0.75,117,1,927,15.978064,0
raw,bm25,0.5,0.75,117,2,1304,15.295835,0
raw,bm25,0.5,0.75,117,3,282,14.984798,0
raw,bm25,0.5,0.75,117,4,122,14.786370,0
raw,bm25,0.5,0.75,117,5,688,12.911717,0
raw,bm25,0.5,0.75,117,6,164,12.397264,0
raw,bm25,0.5,0.75,117,7,907,12.242995,0
raw,bm25,0.5,0.75,117,8,252,11.784426,0
raw,bm25,0.5,0.75,117,9,1285,11.642978,0
raw,bm25,0.5,0.75,117,10,196,11.518977,0
raw,bm25,0.5,0.75,118,1,229,17.258996,0
raw,bm25,0.5,0.75,118,2,230,16.204095,0
raw,bm25,0.5,0.75,118,3,1239,15.928325,0
raw,bm25,0.5,0.75,118,4,924,15.591529,3
raw,bm25,0.5,0.75,118,5,1243,15.044690,0
raw,bm25,0.5,0.75,118,6,923,14.780333,2
raw,bm25,0.5,0.75,118,7,252,13.404002,0
raw,bm25,0.5,0.75,118,8,1062,13.358081,0
raw,bm25,0.5,0.75,118,9,803,13.326792,0
raw,bm25,0.5,0.75,118,10,1092,13.173540,0
raw,bm25,0.5,0.75,119,1,928,22.420494,0
raw,bm25,0.5,0.75,119,2,1068,20.630024,0
raw,bm25,0.5,0.75,119,3,1034,19.397016,0
raw,bm25,0.5,0.75,119,4,1132,18.298645,0
raw,bm25,0.5,0.75,119,5,897,18.190362,0
raw,bm25,0.5,0.75,119,6,1051,15.716093,0
raw,bm25,0.5,0.75,119,7,822,15.203187,0
raw,bm25,0.5,0.75,119,8,953,14.417547,0
raw,bm25,0.5,0.75,119,9,1131,13.899953,0
raw,bm25,0.5,0.75,119,10,1122,13.438245,0
raw,bm25,0.5,0.75,120,1,769,36.923629,0
raw,bm25,0.5,0.75,120,2,887,28.488229,2
raw,bm25,0.5,0.75,120,3,890,25.020965,2
raw,bm25,0.5,0.75,120,4,765,21.602759,0
raw,bm25,0.5,0.75,120,5,1117,21.356141,0
raw,bm25,0.5,0.75,120,6,1172,21.133744,0
raw,bm25,0.5,0.75,120,7,886,20.159714,3
raw,bm25,0.5,0.75,120,8,926,20.083181,0
raw,bm25,0.5,0.75,120,9,1122,19.897342,0
raw,bm25,0.5,0.75,120,10,1145,19.730209,0
raw,bm25,0.5,0.75,121,1,769,22.623827,0
raw,bm25,0.5,0.75,121,2,888,20.295657,1
raw,bm25,0.5,0.75,121,3,887,19.032777,1
raw,bm25,0.5,0.75,121,4,890,18.834429,1
raw,bm25,0.5,0.75,121,5,1146,18.771399,2
raw,bm25,0.5,0.75,121,6,1127,16.230466,0
raw,bm25,0.5,0.75,121,7,837,15.894588,0
raw,bm25,0.5,0.75,121,8,1024,14.456387,0
raw,bm25,0.5,0.75,121,9,1117,13.652711,0
raw,bm25,0.5,0.75,121,10,1362,13.566627,0
raw,bm25,0.5,0.75,122,1,1068,20.899301,0
raw,bm25,0.5,0.75,122,2,371,17.054448,0
raw,bm25,0.5,0.75,122,3,898,16.549487,0
raw,bm25,0.5,0.75,122,4,828,15.136115,0
raw,bm25,0.5,0.75,122,5,1268,14.036119,0
raw,bm25,0.5,0.75,122,6,934,13.616638,4
raw,bm25,0.5,0.75,122,7,78,13.497856,0
raw,bm25,0.5,0.75,122,8,251,13.270464,0
raw,bm25,0.5,0.75,122,9,1070,13.051588,0
raw,bm25,0.5,0.75,122,10,600,12.560591,0
raw,bm25,0.5,0.75,123,1,1360,18.920567,0
raw,bm25,0.5,0.75,123,2,917,14.513162,0
raw,bm25,0.5,0.75,123,3,147,14.075644,0
raw,bm25,0.5,0.75,123,4,131,12.203497,0
raw,bm25,0.5,0.75,123,5,775,12.077844,0
raw,bm25,0.5,0.75,123,6,186,12.073329,0
raw,bm25,0.5,0.75,123,7,1221,11.989677,0
raw,bm25,0.5,0.75,123,8,244,11.840945,0
raw,bm25,0.5,0.75,123,9,701,11.773938,0
raw,bm25,0.5,0.75,123,10,740,11.548780,0
raw,bm25,0.5,0.75,124,1,941,28.626929,0
raw,bm25,0.5,0.75,124,2,1068,28.320464,0
raw,bm25,0.5,0.75,124,3,371,23.930901,0
raw,bm25,0.5,0.75,124,4,828,23.467134,0
raw,bm25,0.5,0.75,124,5,625,21.865018,0
raw,bm25,0.5,0.75,124,6,73,21.537090,0
raw,bm25,0.5,0.75,124,7,792,21.472768,0
raw,bm25,0.5,0.75,124,8,504,21.271333,0
raw,bm25,0.5,0.75,124,9,442,20.066751,0
raw,bm25,0.5,0.75,124,10,236,19.617177,0
raw,bm25,0.5,0.75,125,1,997,11.601715,2
raw,bm25,0.5,0.75,125,2,993,10.768062,0
raw,bm25,0.5,0.75,125,3,970,10.063926,2
raw,bm25,0.5,0.75,125,4,696,9.605684,0
raw,bm25,0.5,0.75,125,5,1083,9.504352,0
raw,bm25,0.5,0.75,125,6,1074,9.472901,0
raw,bm25,0.5,0.75,125,7,1093,8.750044,0
raw,bm25,0.5,0.75,125,8,179,8.544573,0
raw,bm25,0.5,0.75,125,9,1350,8.501540,0
raw,bm25,0.5,0.75,125,10,176,8.407477,3
raw,bm25,0.5,0.75,126,1,1326,20.605230,2
raw,bm25,0.5,0.75,126,2,1288,19.771446,0
raw,bm25,0.5,0.75,126,3,974,18.983121,2
raw,bm25,0.5,0.75,126,4,773,14.251071,0
raw,bm25,0.5,0.75,126,5,1095,11.992085,0
raw,bm25,0.5,0.75,126,6,1083,9.454621,0
raw,bm25,0.5,0.75,126,7,374,8.511918,0
raw,bm25,0.5,0.75,126,8,1169,8.388392,0
raw,bm25,0.5,0.75,126,9,1163,8.289268,0
raw,bm25,0.5,0.75,126,10,1322,8.201712,0
raw,bm25,0.5,0.75,127,1,869,19.934847,0
raw,bm25,0.5,0.75,127,2,981,16.036793,3
raw,bm25,0.5,0.75,127,3,6,15.580311,0
raw,bm25,0.5,0.75,127,4,5,15.567985,0
raw,bm25,0.5,0.75,127,5,1024,15.221780,0
raw,bm25,0.5,0.75,127,6,582,14.796793,0
raw,bm25,0.5,0.75,127,7,1375,14.668861,0
raw,bm25,0.5,0.75,127,8,587,14.239521,0
raw,bm25,0.5,0.75,127,9,1392,14.142857,0
raw,bm25,0.5,0.75,127,10,606,13.923892,0
raw,bm25,0.5,0.75,128,1,945,23.456682,0
raw,bm25,0.5,0.75,128,2,1246,15.806039,0
raw,bm25,0.5,0.75,128,3,1063,14.532787,0
raw,bm25,0.5,0.75,128,4,92,14.339079,0
raw,bm25,0.5,0.75,128,5,762,13.772768,0
raw,bm25,0.5,0.75,128,6,328,12.776570,0
raw,bm25,0.5,0.75,128,7,745,12.153979,0
raw,bm25,0.5,0.75,128,8,1087,11.513897,0
raw,bm25,0.5,0.75,128,9,648,11.496640,0
raw,bm25,0.5,0.75,128,10,987,10.584475,0
raw,bm25,0.5,0.75,129,1,945,25.716525,0
raw,bm25,0.5,0.75,129,2,988,18.922500,3
raw,bm25,0.5,0.75,129,3,989,18.228573,3
raw,bm25,0.5,0.75,129,4,987,15.829323,2
raw,bm25,0.5,0.75,129,5,314,15.179990,0
raw,bm25,0.5,0.75,129,6,985,14.136262,2
raw,bm25,0.5,0.75,129,7,278,13.546535,0
raw,bm25,0.5,0.75,129,8,1310,13.280838,0
raw,bm25,0.5,0.75,129,9,73,13.154609,0
raw,bm25,0.5,0.75,129,10,36,11.444541,0
raw,bm25,0.5,0.75,130,1,859,32.349238,3
raw,bm25,0.5,0.75,130,2,948,29.685884,0
raw,bm25,0.5,0.75,130,3,729,18.740944,0
raw,bm25,0.5,0.75,130,4,1008,18.107398,3
raw,bm25,0.5,0.75,130,5,766,17.421749,2
raw,bm25,0.5,0.75,130,6,5,16.687500,0
raw,bm25,0.5,0.75,130,7,391,15.252610,0
raw,bm25,0.5,0.75,130,8,858,14.228873,3
raw,bm25,0.5,0.75,130,9,627,14.096243,0
raw,bm25,0.5,0.75,130,10,66,13.415247,0
raw,bm25,0.5,0.75,131,1,950,33.334666,0
raw,bm25,0.5,0.75,131,2,1021,26.171789,0
raw,bm25,0.5,0.75,131,3,1022,19.827462,0
raw,bm25,0.5,0.75,131,4,1019,18.778653,3
raw,bm25,0.5,0.75,131,5,1014,17.872530,2
raw,bm25,0.5,0.75,131,6,1023,17.809916,0
raw,bm25,0.5,0.75,131,7,1025,17.755372,0
raw,bm25,0.5,0.75,131,8,912,16.809311,0
raw,bm25,0.5,0.75,131,9,928,16.789386,0
raw,bm25,0.5,0.75,131,10,330,15.698451,0
raw,bm25,0.5,0.75,132,1,1021,10.514478,0
raw,bm25,0.5,0.75,132,2,1017,10.174228,3
raw,bm25,0.5,0.75,132,3,1052,9.526950,0
raw,bm25,0.5,0.75,132,4,950,9.348057,0
raw,bm25,0.5,0.75,132,5,1013,8.620054,3
raw,bm25,0.5,0.75,132,6,1026,8.511176,3
raw,bm25,0.5,0.75,132,7,1023,8.349614,3
raw,bm25,0.5,0.75,132,8,743,8.346182,0
raw,bm25,0.5,0.75,132,9,1015,8.217726,3
raw,bm25,0.5,0.75,132,10,951,8.142144,3
raw,bm25,0.5,0.75,133,1,951,9.793305,0
raw,bm25,0.5,0.75,133,2,1028,9.032837,0
raw,bm25,0.5,0.75,133,3,950,8.961984,0
raw,bm25,0.5,0.75,133,4,1016,8.863327,4
raw,bm25,0.5,0.75,133,5,1013,8.620054,0
raw,bm25,0.5,0.75,133,6,1026,8.511176,0
raw,bm25,0.5,0.75,133,7,1023,8.349614,0
raw,bm25,0.5,0.75,133,8,1017,8.286486,0
raw,bm25,0.5,0.75,133,9,1015,8.217726,0
raw,bm25,0.5,0.75,133,10,1019,8.159872,2
raw,bm25,0.5,0.75,134,1,866,20.671009,0
raw,bm25,0.5,0.75,134,2,1012,17.917155,0
raw,bm25,0.5,0.75,134,3,951,17.586566,0
raw,bm25,0.5,0.75,134,4,1015,13.689681,0
raw,bm25,0.5,0.75,134,5,1028,13.413068,3
raw,bm25,0.5,0.75,134,6,1017,13.063898,0
raw,bm25,0.5,0.75,134,7,640,12.914691,0
raw,bm25,0.5,0.75,134,8,739,12.908202,0
raw,bm25,0.5,0.75,134,9,743,12.670501,0
raw,bm25,0.5,0.75,134,10,1013,12.109779,0
raw,bm25,0.5,0.75,135,1,951,15.262297,0
raw,bm25,0.5,0.75,135,2,1016,14.921657,4
raw,bm25,0.5,0.75,135,3,1013,14.850181,0
raw,bm25,0.5,0.75,135,4,950,14.295213,4
raw,bm25,0.5,0.75,135,5,1026,14.286359,4
raw,bm25,0.5,0.75,135,6,1019,14.152693,0
raw,bm25,0.5,0.75,135,7,1014,13.913738,0
raw,bm25,0.5,0.75,135,8,1021,13.852718,0
raw,bm25,0.5,0.75,135,9,1020,13.696754,0
raw,bm25,0.5,0.75,135,10,1029,13.503445,0
raw,bm25,0.5,0.75,136,1,1021,16.411567,1
raw,bm25,0.5,0.75,136,2,951,15.850968,0
raw,bm25,0.5,0.75,136,3,1125,14.209288,0
raw,bm25,0.5,0.75,136,4,140,14.135411,0
raw,bm25,0.5,0.75,136,5,1034,13.405945,4
raw,bm25,0.5,0.75,136,6,1031,13.130088,0
raw,bm25,0.5,0.75,136,7,1033,13.112713,0
raw,bm25,0.5,0.75,136,8,829,13.033407,0
raw,bm25,0.5,0.75,136,9,1068,12.767010,0
raw,bm25,0.5,0.75,136,10,550,12.556229,0
raw,bm25,0.5,0.75,137,1,952,56.927393,0
raw,bm25,0.5,0.75,137,2,1023,31.884966,0
raw,bm25,0.5,0.75,137,3,1026,31.757015,0
raw,bm25,0.5,0.75,137,4,1034,30.453304,3
raw,bm25,0.5,0.75,137,5,1052,25.883741,0
raw,bm25,0.5,0.75,137,6,740,24.560561,0
raw,bm25,0.5,0.75,137,7,1021,23.851758,3
raw,bm25,0.5,0.75,137,8,934,22.144681,0
raw,bm25,0.5,0.75,137,9,1068,21.867473,0
raw,bm25,0.5,0.75,137,10,1125,21.850844,0
raw,bm25,0.5,0.75,138,1,764,19.297958,0
raw,bm25,0.5,0.75,138,2,897,17.622541,0
raw,bm25,0.5,0.75,138,3,844,17.363760,0
raw,bm25,0.5,0.75,138,4,846,16.525872,1
raw,bm25,0.5,0.75,138,5,740,14.987573,0
raw,bm25,0.5,0.75,138,6,760,14.817229,0
raw,bm25,0.5,0.75,138,7,887,14.792634,0
raw,bm25,0.5,0.75,138,8,1068,14.396093,0
raw,bm25,0.5,0.75,138,9,722,14.307109,0
raw,bm25,0.5,0.75,138,10,1051,14.084030,0
raw,bm25,0.5,0.75,139,1,826,20.805192,0
raw,bm25,0.5,0.75,139,2,844,19.610539,0
raw,bm25,0.5,0.75,139,3,764,19.428657,0
raw,bm25,0.5,0.75,139,4,897,18.891409,0
raw,bm25,0.5,0.75,139,5,846,18.123979,0
raw,bm25,0.5,0.75,139,6,887,18.104815,0
raw,bm25,0.5,0.75,139,7,760,16.716948,0
raw,bm25,0.5,0.75,139,8,1172,16.583128,0
raw,bm25,0.5,0.75,139,9,1068,15.913282,0
raw,bm25,0.5,0.75,139,10,1038,15.637567,0
raw,bm25,0.5,0.75,140,1,954,22.809310,0
raw,bm25,0.5,0.75,140,2,1038,16.734746,1
raw,bm25,0.5,0.75,140,3,890,10.033333,0
raw,bm25,0.5,0.75,140,4,769,9.501487,0
raw,bm25,0.5,0.75,140,5,743,8.785588,0
raw,bm25,0.5,0.75,140,6,720,8.692068,0
raw,bm25,0.5,0.75,140,7,870,8.678697,0
raw,bm25,0.5,0.75,140,8,497,8.628579,0
raw,bm25,0.5,0.75,140,9,840,8.598143,0
raw,bm25,0.5,0.75,140,10,31,8.586956,0
raw,bm25,0.5,0.75,141,1,1038,15.288004,1
raw,bm25,0.5,0.75,141,2,1043,13.036274,2
raw,bm25,0.5,0.75,141,3,828,11.544577,0
raw,bm25,0.5,0.75,141,4,1134,11.479989,0
raw,bm25,0.5,0.75,141,5,889,10.484585,0
raw,bm25,0.5,0.75,141,6,1214,10.362409,0
raw,bm25,0.5,0.75,141,7,117,10.151152,0
raw,bm25,0.5,0.75,141,8,760,10.084218,0
raw,bm25,0.5,0.75,141,9,843,10.042342,0
raw,bm25,0.5,0.75,141,10,1137,9.163696,0
raw,bm25,0.5,0.75,142,1,954,17.414742,0
raw,bm25,0.5,0.75,142,2,1134,14.579701,0
raw,bm25,0.5,0.75,142,3,890,14.437926,0
raw,bm25,0.5,0.75,142,4,1175,13.160170,0
raw,bm25,0.5,0.75,142,5,1125,12.877556,0
raw,bm25,0.5,0.75,142,6,769,12.487329,0
raw,bm25,0.5,0.75,142,7,1068,11.698877,0
raw,bm25,0.5,0.75,142,8,765,10.989235,0
raw,bm25,0.5,0.75,142,9,329,10.984532,0
raw,bm25,0.5,0.75,142,10,828,10.839430,0
raw,bm25,0.5,0.75,143,1,1043,15.287275,1
raw,bm25,0.5,0.75,143,2,1051,14.495579,0
raw,bm25,0.5,0.75,143,3,828,13.245881,0
raw,bm25,0.5,0.75,143,4,954,12.936855,0
raw,bm25,0.5,0.75,143,5,1134,11.489949,0
raw,bm25,0.5,0.75,143,6,1137,10.834135,0
raw,bm25,0.5,0.75,143,7,1068,10.657111,0
raw,bm25,0.5,0.75,143,8,889,10.494403,0
raw,bm25,0.5,0.75,143,9,117,10.161046,0
raw,bm25,0.5,0.75,143,10,843,10.052185,0
raw,bm25,0.5,0.75,144,1,955,29.042071,0
raw,bm25,0.5,0.75,144,2,1363,27.564658,0
raw,bm25,0.5,0.75,144,3,839,26.342028,3
raw,bm25,0.5,0.75,144,4,763,25.903559,3
raw,bm25,0.5,0.75,144,5,1045,24.144689,2
raw,bm25,0.5,0.75,144,6,838,23.207968,3
raw,bm25,0.5,0.75,144,7,1051,22.910654,0
raw,bm25,0.5,0.75,144,8,840,22.787926,2
raw,bm25,0.5,0.75,144,9,928,22.614129,0
raw,bm25,0.5,0.75,144,10,786,22.287689,0
raw,bm25,0.5,0.75,145,1,1051,21.519141,0
raw,bm25,0.5,0.75,145,2,1045,20.007572,3
raw,bm25,0.5,0.75,145,3,1126,18.271913,0
raw,bm25,0.5,0.75,145,4,839,17.473065,2
raw,bm25,0.5,0.75,145,5,1046,17.130480,0
raw,bm25,0.5,0.75,145,6,641,16.553950,0
raw,bm25,0.5,0.75,145,7,827,16.054902,0
raw,bm25,0.5,0.75,145,8,955,15.726614,0
raw,bm25,0.5,0.75,145,9,838,15.625629,2
raw,bm25,0.5,0.75,145,10,251,13.626628,0
raw,bm25,0.5,0.75,146,1,1045,28.195227,3
raw,bm25,0.5,0.75,146,2,955,27.370753,0
raw,bm25,0.5,0.75,146,3,1175,20.571217,0
raw,bm25,0.5,0.75,146,4,730,20.104796,0
